,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
2280,申万菱信安鑫优选混合C,比亚迪,3.15%,石头科技,3.12%,亿联网络,2.18%,梦百合,2.11%,华夏航空,2.09%,紫金矿业,1.63%,卫星石化,1.56%,江山欧派,1.56%,凯伦股份,1.44%,金禾实业,1.10%,20光证S1,5.41%,20中电,5.39%,20中化,5.27%,18京汽,4.15%,19朝纾01,4.11%,0,0,0,0,0,0,0,0,0,0
2281,中邮消费升级,山西汾酒,5.13%,药明康德,5.10%,长春高新,5.04%,通策医疗,5.04%,五 粮 液,5.01%,泸州老窖,5.00%,洋河股份,4.97%,爱尔眼科,4.94%,智飞生物,4.93%,迈瑞医疗,4.93%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,国寿安保安享纯债,19农发,9.94%,20光大,9.61%,20北京,9.60%,20电网,8.90%,20宁河,7.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,国泰融安多策略灵活配置混合,华海药业,3.97%,长城汽车,3.90%,百润股份,3.59%,九典制药,3.48%,东方财富,3.15%,宏达电子,3.05%,青岛啤酒,3.04%,洋河股份,2.98%,宁德时代,2.96%,睿创微纳,2.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,国泰润利纯债债券,17诚通,8.50%,18东南,8.35%,12苏交,7.17%,18陕投,7.13%,18京汽,7.08%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,万家鑫瑞纯债A,19进出,11.40%,20工商,6.79%,16农发,4.99%,18芜湖,4.72%,18进出,4.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,万家鑫瑞纯债E,19进出,11.40%,20工商,6.79%,16农发,4.99%,18芜湖,4.72%,18进出,4.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,万家1-3年政金债纯债A,20国开,30.59%,20进出,18.98%,20国开,11.34%,20进出,9.91%,20进出,9.35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,万家1-3年政金债纯债C,20国开,30.59%,20进出,18.98%,20国开,11.34%,20进出,9.91%,20进出,9.35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,农银汇理金穗纯债3个月定开债,16农发,3.56%,16湖南,2.70%,16辽宁,2.62%,19国开,2.17%,16进出,2.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,鹏华丰腾债券,20国开,22.52%,18国开,13.63%,19国开,13.63%,18国开,13.62%,16国开,13.58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,汇添富长添利定开债A,19进出,45.66%,12石油05,8.14%,17国开,5.92%,20农发,5.27%,12石化02,4.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,汇添富长添利定开债C,19进出,45.66%,12石油05,8.14%,17国开,5.92%,20农发,5.27%,12石化02,4.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,汇添富鑫利定开债券A,18进出,19.34%,19北京,9.70%,19中电,9.69%,20民生,9.32%,20浙商,9.31%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,汇添富鑫利定开债券C,18进出,19.34%,19北京,9.70%,19中电,9.69%,20民生,9.32%,20浙商,9.31%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,财通纯债债券C,19北控,9.92%,18闽高,9.90%,18萧山,9.85%,18京国,9.75%,18首开,9.70%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,东兴兴利债券A,20国开,7.56%,16綦江,7.50%,PR14钦滨,7.48%,20蚌埠,7.44%,20西安,5.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,鹏华丰禄债券,17象屿,3.79%,19蓝星,3.72%,18国开,2.98%,16农发,2.97%,20国开,2.95%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,泰达宏利沪深300指数增强C,贵州茅台,6.03%,中国平安,5.56%,恒瑞医药,3.52%,招商银行,3.48%,美的集团,2.75%,兴业银行,2.45%,平安银行,2.37%,泸州老窖,2.24%,立讯精密,2.02%,汇川技术,2.00%,国开1805,3.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,浙商惠裕纯债,18农发,15.38%,19农发,14.21%,20农发,12.68%,19新渝,9.08%,20赣版01,8.64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,泰达改革动力混合C,万华化学,4.86%,吉比特,4.39%,恒瑞医药,4.32%,长春高新,4.13%,中国中免,3.30%,汇川技术,3.26%,贵州茅台,3.22%,美的集团,3.06%,迈瑞医疗,3.06%,五 粮 液,2.95%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,泰达宏利大数据混合C,万华化学,4.76%,吉比特,4.57%,美的集团,4.45%,中国巨石,4.08%,恒瑞医药,3.82%,招商银行,3.61%,杭州银行,3.61%,长春高新,3.59%,万 科Ａ,3.53%,海螺水泥,3.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,诺德成长精选A,京东方Ａ,4.63%,万 科Ａ,4.48%,中国平安,3.85%,中国长城,3.71%,长春高新,3.58%,海大集团,2.98%,保利地产,2.96%,首旅酒店,2.77%,分众传媒,2.73%,三花智控,2.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,诺德成长精选C,京东方Ａ,4.63%,万 科Ａ,4.48%,中国平安,3.85%,中国长城,3.71%,长春高新,3.58%,海大集团,2.98%,保利地产,2.96%,首旅酒店,2.77%,分众传媒,2.73%,三花智控,2.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,博时安诚3个月定开债A,18农发,18.23%,20杭州,17.71%,18进出,16.22%,19国开,10.13%,19海峡,8.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,博时安诚3个月定开债C,18农发,18.23%,20杭州,17.71%,18进出,16.22%,19国开,10.13%,19海峡,8.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,博时臻选纯债债券,18国开,9.96%,19华融,8.00%,16江西,7.99%,18厦门,7.98%,18晋商,7.98%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,华夏行业景气混合,杉杉股份,6.26%,嘉元科技,6.24%,格林美,6.16%,奥特佳,4.92%,天华超净,4.59%,康华生物,4.46%,凯迪股份,4.29%,东方日升,4.19%,方邦股份,3.81%,石大胜华,3.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,平安惠利纯债,18巢城,9.33%,19农发,7.27%,20国开,6.90%,20粤珠,5.45%,20云投,5.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,招商招丰纯债A,19浙国,4.97%,20浪潮,4.38%,19鞍钢,3.86%,20鲁黄,3.82%,20国开,3.81%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,招商招丰纯债C,19浙国,4.97%,20浪潮,4.38%,19鞍钢,3.86%,20鲁黄,3.82%,20国开,3.81%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,招商招琪纯债A,20南电,6.37%,20兴业,3.75%,20川交,3.59%,18国开,3.58%,20国开,2.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,招商招琪纯债C,20南电,6.37%,20兴业,3.75%,20川交,3.59%,18国开,3.58%,20国开,2.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,中信建投稳裕定开债A,20农发,15.25%,20进出,11.53%,15国开,6.51%,20附息,3.89%,18招金03,3.87%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,大成惠利纯债,18国新,7.25%,20华电,6.39%,20国开,5.21%,18平安,4.61%,19金融,4.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,大成惠益纯债,20国开,93.27%,19农发,4.91%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,中金中证500C,中科创达,1.22%,福斯特,1.19%,星宇股份,1.13%,华鲁恒升,1.12%,重庆啤酒,1.08%,华测检测,1.05%,天赐材料,1.04%,扬农化工,1.02%,辽宁成大,1.02%,浙江鼎力,1.01%,20国债,3.34%,20国债10,2.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,中金沪深300C,中国平安,4.63%,贵州茅台,4.31%,五 粮 液,3.21%,招商银行,3.02%,美的集团,2.33%,恒瑞医药,2.32%,兴业银行,1.98%,隆基股份,1.66%,泸州老窖,1.45%,平安银行,1.41%,20国债10,2.86%,20国债,1.67%,大秦转债,0.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,泰康沪港深价值优选混合,长城汽车,9.98%,腾讯控股,6.15%,美团-W,4.34%,碧桂园服务,4.29%,药明生物,3.59%,金山软件,3.00%,中国平安,2.80%,宇华教育,2.76%,李宁,2.73%,微盟集团,2.64%,20国债,4.53%,苏银转债,0.82%,中信转债,0.12%,明阳转债,0.05%,20华菱EB,0.04%,0,0,0,0,0,0,0,0,0,0
2319,前海联合国民健康混合A,迈瑞医疗,9.42%,恒瑞医药,7.82%,爱尔眼科,7.59%,泰格医药,7.48%,长春高新,5.79%,天坛生物,5.75%,智飞生物,5.41%,华兰生物,3.91%,通策医疗,3.83%,药明康德,3.81%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,中金量化多策略混合,贵州茅台,7.43%,中国中免,6.14%,立讯精密,4.99%,五 粮 液,4.88%,中密控股,4.42%,完美世界,3.93%,宁德时代,3.78%,博汇纸业,3.73%,重庆啤酒,3.47%,康泰生物,3.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,建信稳定鑫利债券A,18国开,31.33%,19国开,18.37%,18国开,17.44%,19国开,13.10%,20国开,9.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,建信稳定鑫利债券C,18国开,31.33%,19国开,18.37%,18国开,17.44%,19国开,13.10%,20国开,9.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,先锋精一混合A,先导智能,9.60%,老板电器,8.81%,中信证券,7.55%,五 粮 液,7.42%,蒙娜丽莎,7.39%,欧普照明,7.10%,大亚圣象,5.89%,克来机电,5.85%,索菲亚,5.27%,华泰证券,4.58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,先锋精一混合C,先导智能,9.60%,老板电器,8.81%,中信证券,7.55%,五 粮 液,7.42%,蒙娜丽莎,7.39%,欧普照明,7.10%,大亚圣象,5.89%,克来机电,5.85%,索菲亚,5.27%,华泰证券,4.58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,建信睿富纯债债券,19国开,7.56%,18国开,7.49%,19国开,6.13%,19农发,5.84%,19进出,4.88%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,华泰柏瑞享利混合A,贵州茅台,5.40%,招商银行,2.13%,伊利股份,1.98%,海螺水泥,1.80%,恒瑞医药,1.78%,兴业银行,1.71%,保利地产,1.31%,万华化学,0.98%,工商银行,0.97%,农业银行,0.80%,19进出,11.68%,20华夏,11.31%,18国开,7.83%,20东兴,7.78%,20临港,7.76%,0,0,0,0,0,0,0,0,0,0
2327,华泰柏瑞享利混合C,贵州茅台,5.40%,招商银行,2.13%,伊利股份,1.98%,海螺水泥,1.80%,恒瑞医药,1.78%,兴业银行,1.71%,保利地产,1.31%,万华化学,0.98%,工商银行,0.97%,农业银行,0.80%,19进出,11.68%,20华夏,11.31%,18国开,7.83%,20东兴,7.78%,20临港,7.76%,0,0,0,0,0,0,0,0,0,0
2328,国泰景气行业灵活配置混合,恒生电子,7.47%,顺丰控股,6.81%,宝信软件,5.78%,中航高科,4.74%,中国中免,4.67%,华海药业,4.34%,宁德时代,4.31%,新宙邦,4.30%,隆基股份,3.90%,传音控股,3.79%,20国债,1.33%,20兴业,1.19%,华海转债,0.21%,隆20转债,0.05%,立讯转债,0.03%,0,0,0,0,0,0,0,0,0,0
2329,长盛盛崇灵活配置混合A,五 粮 液,6.81%,贵州茅台,6.28%,迈瑞医疗,5.97%,宁德时代,3.13%,重庆啤酒,3.03%,安井食品,3.01%,健帆生物,2.88%,保利地产,2.48%,恒瑞医药,2.13%,智飞生物,2.01%,20国债,7.75%,国开20,0.85%,安20转债,0.10%,健友转债,0.02%,华海转债,0.00%,0,0,0,0,0,0,0,0,0,0
2330,长盛盛崇灵活配置混合C,五 粮 液,6.81%,贵州茅台,6.28%,迈瑞医疗,5.97%,宁德时代,3.13%,重庆啤酒,3.03%,安井食品,3.01%,健帆生物,2.88%,保利地产,2.48%,恒瑞医药,2.13%,智飞生物,2.01%,20国债,7.75%,国开20,0.85%,安20转债,0.10%,健友转债,0.02%,华海转债,0.00%,0,0,0,0,0,0,0,0,0,0
2331,华商润丰灵活配置混合A,中国中免,3.64%,中国国航,3.52%,恩捷股份,3.07%,东方日升,2.96%,中科创达,2.06%,恒力石化,2.06%,招商银行,1.93%,比亚迪,1.83%,上海机场,1.71%,春秋航空,1.55%,20国开,4.78%,大秦转债,0.77%,20国债15,0.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,申万菱信安鑫精选混合A,宇通客车,4.38%,绝味食品,4.27%,健帆生物,4.22%,锐明技术,4.17%,浙江鼎力,2.13%,中国巨石,1.97%,安图生物,1.58%,海容冷链,1.40%,赤峰黄金,1.28%,美的集团,0.83%,18蛇口02,7.17%,16福建03,6.27%,20进出,6.13%,19中铁,5.44%,20国债,4.56%,0,0,0,0,0,0,0,0,0,0
2333,申万菱信安鑫精选混合C,宇通客车,4.38%,绝味食品,4.27%,健帆生物,4.22%,锐明技术,4.17%,浙江鼎力,2.13%,中国巨石,1.97%,安图生物,1.58%,海容冷链,1.40%,赤峰黄金,1.28%,美的集团,0.83%,18蛇口02,7.17%,16福建03,6.27%,20进出,6.13%,19中铁,5.44%,20国债,4.56%,0,0,0,0,0,0,0,0,0,0
2334,景顺长城泰安回报混合A,美的集团,1.37%,宁波银行,0.87%,中国平安,0.64%,五 粮 液,0.59%,贵州茅台,0.54%,招商银行,0.53%,海大集团,0.51%,宁沪高速,0.50%,泸州老窖,0.44%,中国中免,0.42%,19沪杭,3.21%,16南京,3.20%,18中远,3.19%,19泉州,3.19%,20国际,3.18%,0,0,0,0,0,0,0,0,0,0
2335,景顺长城泰安回报混合C,美的集团,1.37%,宁波银行,0.87%,中国平安,0.64%,五 粮 液,0.59%,贵州茅台,0.54%,招商银行,0.53%,海大集团,0.51%,宁沪高速,0.50%,泸州老窖,0.44%,中国中免,0.42%,19沪杭,3.21%,16南京,3.20%,18中远,3.19%,19泉州,3.19%,20国际,3.18%,0,0,0,0,0,0,0,0,0,0
2336,景顺长城景泰汇利定开债A,12国开,4.26%,20国开,4.17%,18景德,3.45%,17昆交,3.38%,20磁湖,3.34%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,海富通全球收益债券美元,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,博时富益纯债债券,20进出,5.03%,20国开,4.01%,20贴现,3.48%,18国开,3.03%,20进出,3.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,南方荣安A,东方财富,4.50%,招商证券,1.84%,中国平安,1.81%,中信证券,1.69%,华域汽车,1.67%,保利地产,1.65%,吉祥航空,1.64%,振邦智能,0.06%,吉大正元,0.06%,一鸣食品,0.04%,国开1805,10.70%,20国债15,10.28%,20国债10,10.23%,国开1802,10.14%,国开1702,10.08%,0,0,0,0,0,0,0,0,0,0
2340,南方荣安C,东方财富,4.50%,招商证券,1.84%,中国平安,1.81%,中信证券,1.69%,华域汽车,1.67%,保利地产,1.65%,吉祥航空,1.64%,振邦智能,0.06%,吉大正元,0.06%,一鸣食品,0.04%,国开1805,10.70%,20国债15,10.28%,20国债10,10.23%,国开1802,10.14%,国开1702,10.08%,0,0,0,0,0,0,0,0,0,0
2341,南方卓元债券A,中国太保,1.03%,五 粮 液,0.96%,海康威视,0.94%,贵州茅台,0.81%,福斯特,0.77%,汇川技术,0.68%,伊利股份,0.60%,华测检测,0.59%,TCL科技,0.53%,杭氧股份,0.52%,20闽高,6.63%,16中油,5.35%,国开1702,4.50%,19长电,4.00%,19中航05,3.33%,0,0,0,0,0,0,0,0,0,0
2342,南方卓元债券C,中国太保,1.03%,五 粮 液,0.96%,海康威视,0.94%,贵州茅台,0.81%,福斯特,0.77%,汇川技术,0.68%,伊利股份,0.60%,华测检测,0.59%,TCL科技,0.53%,杭氧股份,0.52%,20闽高,6.63%,16中油,5.35%,国开1702,4.50%,19长电,4.00%,19中航05,3.33%,0,0,0,0,0,0,0,0,0,0
2343,信诚景瑞债券A,19民生,9.41%,17中国,9.38%,17农业,9.38%,17工商,9.37%,18兴业,9.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,信诚景瑞债券C,19民生,9.41%,17农业,9.38%,17中国,9.38%,17工商,9.37%,18兴业,9.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,招商招旺纯债A,20附息,6.45%,16黔开投,6.33%,PR邳润债,5.27%,18国开,4.46%,18昆明,4.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,招商招旺纯债C,20附息,6.45%,16黔开投,6.33%,18国开,4.46%,18昆明,4.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,创金合信资源股票发起式A,赣锋锂业,9.20%,三一重工,9.04%,紫金矿业,8.95%,通威股份,8.91%,洛阳钼业,5.66%,中国神华,5.52%,华友钴业,5.37%,云南铜业,5.18%,西部矿业,5.18%,陕西煤业,5.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,创金合信资源股票发起式C,赣锋锂业,9.20%,三一重工,9.04%,紫金矿业,8.95%,通威股份,8.91%,洛阳钼业,5.66%,中国神华,5.52%,华友钴业,5.37%,云南铜业,5.18%,西部矿业,5.18%,陕西煤业,5.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,平安鑫利混合A,五 粮 液,1.53%,贵州茅台,0.94%,美的集团,0.87%,长城汽车,0.72%,宁波银行,0.67%,法拉电子,0.67%,太阳纸业,0.66%,白云机场,0.66%,华域汽车,0.65%,大北农,0.64%,20赣高,6.74%,20电网,6.73%,18国开,5.07%,18广发01,3.38%,20华发,3.37%,0,0,0,0,0,0,0,0,0,0
2350,兴银收益增强债券,中国国航,1.16%,康泰生物,0.97%,赣锋锂业,0.85%,中航重机,0.81%,云南白药,0.79%,中国平安,0.77%,中国太保,0.77%,华友钴业,0.77%,顺丰控股,0.74%,招商银行,0.72%,国开1902,18.64%,03国债⑶,17.00%,国开1702,12.82%,20国债10,8.28%,16国债19,5.52%,0,0,0,0,0,0,0,0,0,0
2351,上投摩根全球多元配置人民币,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,上投摩根全球多元配置美元现钞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,上投摩根全球多元配置美元现汇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,嘉实农业产业股票,海大集团,9.53%,五 粮 液,8.18%,泸州老窖,8.13%,隆平高科,6.30%,贵州茅台,6.22%,登海种业,6.12%,大北农,5.41%,荃银高科,5.10%,苏垦农发,4.93%,妙可蓝多,4.76%,20国债,2.38%,20农发,2.12%,国开1805,0.46%,21国债⑺,0.11%,新乳转债,0.03%,0,0,0,0,0,0,0,0,0,0
2355,安信永鑫增强债券A,新华保险,0.13%,寿仙谷,0.13%,康弘药业,0.10%,金地集团,0.10%,国信证券,0.09%,招商证券,0.08%,华天科技,0.07%,华新水泥,0.07%,光大银行,0.07%,中联重科,0.06%,20广越01,10.15%,PR鹏铁01,8.88%,17巴州,7.48%,14合建,7.21%,18国开,6.56%,0,0,0,0,0,0,0,0,0,0
2356,安信永鑫增强债券C,新华保险,0.13%,寿仙谷,0.13%,康弘药业,0.10%,金地集团,0.10%,国信证券,0.09%,招商证券,0.08%,华天科技,0.07%,华新水泥,0.07%,光大银行,0.07%,中联重科,0.06%,20广越01,10.15%,PR鹏铁01,8.88%,17巴州,7.48%,14合建,7.21%,18国开,6.56%,0,0,0,0,0,0,0,0,0,0
2357,兴业裕丰债券,20农发,24.84%,19农发,8.79%,20进出,8.35%,19进出,6.28%,18进出,5.88%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,长盛盛丰灵活配置混合A,五 粮 液,5.83%,贵州茅台,4.85%,泸州老窖,2.60%,宁波银行,2.07%,比亚迪,1.88%,药明康德,1.74%,美的集团,1.70%,万 科Ａ,1.64%,双汇发展,1.63%,三一重工,1.58%,20国债,8.67%,16国开,3.45%,16国开,3.41%,国开20,0.69%,健友转债,0.00%,0,0,0,0,0,0,0,0,0,0
2359,长盛盛丰灵活配置混合C,五 粮 液,5.83%,贵州茅台,4.85%,泸州老窖,2.60%,宁波银行,2.07%,比亚迪,1.88%,药明康德,1.74%,美的集团,1.70%,万 科Ａ,1.64%,双汇发展,1.63%,三一重工,1.58%,20国债,8.67%,16国开,3.45%,16国开,3.41%,国开20,0.69%,健友转债,0.00%,0,0,0,0,0,0,0,0,0,0
2360,创金合信中证1000指数增强A,中金公司,2.59%,酒鬼酒,1.47%,英科医疗,1.17%,捷佳伟创,1.17%,当升科技,1.10%,新宙邦,1.07%,良信股份,1.06%,航天电器,1.04%,锐科激光,1.00%,新易盛,0.96%,20国债10,2.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,创金合信中证1000指数增强C,中金公司,2.59%,酒鬼酒,1.47%,英科医疗,1.17%,捷佳伟创,1.17%,当升科技,1.10%,新宙邦,1.07%,良信股份,1.06%,航天电器,1.04%,锐科激光,1.00%,新易盛,0.96%,20国债10,2.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,融通通祺债券,17国开,9.26%,19南京,9.22%,18凤凰,9.14%,18汇金,9.13%,18国电,9.12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,融通通润债券,20进出,12.02%,18国开,10.88%,18进出,9.96%,17东莞,6.13%,17厦门,6.09%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,博时丰达纯债6个月定开债,16广电01,6.70%,18华兴,6.10%,16皖投,6.02%,18中节,5.43%,18粤财02,5.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,信达澳银新财富混合,长春高新,1.17%,中国中免,1.05%,中航重机,0.91%,赛轮轮胎,0.90%,京东方Ａ,0.67%,爱康科技,0.60%,心脉医疗,0.60%,三角防务,0.59%,昭衍新药,0.54%,星宇股份,0.52%,20国债,16.70%,进出1902,10.90%,16保利,3.27%,18国电03,3.27%,16申宏03,3.27%,0,0,0,0,0,0,0,0,0,0
2366,民生加银鑫元纯债A,20国开,5.09%,19国开,3.76%,20沪电,3.41%,20平安,3.41%,20东兴,3.41%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,民生加银鑫元纯债C,20国开,5.09%,19国开,3.76%,20沪电,3.41%,20平安,3.41%,20东兴,3.41%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,长盛量化多策略灵活配置混合,贵州茅台,2.92%,三一重工,2.78%,比亚迪,2.58%,隆基股份,2.44%,国瓷材料,2.39%,顺丰控股,2.34%,五 粮 液,2.32%,恒力石化,1.71%,汇川技术,1.43%,金域医学,1.36%,18越秀,8.30%,18华润,8.30%,17北排,8.22%,18京汽,8.17%,20深投,8.01%,0,0,0,0,0,0,0,0,0,0
2369,山西策略灵活配置混合,贵州茅台,7.46%,宁德时代,3.52%,能科股份,3.12%,柏楚电子,3.11%,广联达,3.09%,立讯精密,3.03%,歌尔股份,3.00%,锐科激光,2.93%,安恒信息,2.84%,金山办公,2.42%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,中加纯债两年债券A,18光明02,7.40%,18东兴,4.66%,18首创,4.65%,19黔铁,4.63%,19中铁,4.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,中加纯债两年债券C,18光明02,7.40%,18东兴,4.66%,18首创,4.65%,19黔铁,4.63%,19中铁,4.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,鹏华永盛一年定开债,19珠纾02,3.12%,18兴泸,2.80%,20漳九Y1,2.77%,20电投Y7,2.77%,20宁证01,2.75%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
